Loan_ID,Customer_ID,Loan_Type,Loan_Amount,EMI_Amount,Start_Date,Tenure_Months
LN25177,CUST15177,Personal Loan,386080,16086.67,2023-09-13,24
LN25178,CUST15178,Consumer Durable,134809,22468.17,2023-03-13,6
LN25179,CUST15179,Credit Card,17173,1431.08,2023-06-29,12
LN25180,CUST15180,Credit Card,67421,5618.42,2023-10-30,12
LN25181,CUST15181,Personal Loan,265977,5541.19,2024-04-04,48
LN25182,CUST15182,Consumer Durable,194577,32429.5,2024-07-24,6
LN25183,CUST15183,Credit Card,78776,6564.67,2023-09-07,12
LN25184,CUST15184,Consumer Durable,193644,10758.0,2023-04-05,18
LN25185,CUST15185,Consumer Durable,34106,1894.78,2023-12-26,18
LN25186,CUST15186,Personal Loan,299820,8328.33,2023-07-09,36
LN25187,CUST15187,Personal Loan,441034,36752.83,2023-09-16,12
LN25188,CUST15188,Personal Loan,437475,9114.06,2024-01-17,48
LN25189,CUST15189,Personal Loan,150964,3145.08,2024-09-12,48
LN25190,CUST15190,Credit Card,72306,6025.5,2023-01-18,12
LN25191,CUST15191,Consumer Durable,92160,7680.0,2024-02-05,12
LN25192,CUST15192,Personal Loan,381219,15884.12,2024-10-01,24
LN25193,CUST15193,Consumer Durable,97221,5401.17,2023-08-29,18
LN25194,CUST15194,Consumer Durable,82220,13703.33,2024-04-26,6
LN25195,CUST15195,Credit Card,109879,9156.58,2024-02-01,12
LN25196,CUST15196,Personal Loan,495012,20625.5,2024-11-27,24
LN25197,CUST15197,Personal Loan,482649,20110.38,2024-04-28,24
LN25198,CUST15198,Consumer Durable,94766,15794.33,2023-07-09,6
LN25199,CUST15199,Credit Card,23650,1970.83,2023-02-24,12
LN25200,CUST15200,Personal Loan,195991,8166.29,2024-08-05,24
LN25201,CUST15201,Personal Loan,332716,6931.58,2023-03-28,48
LN25202,CUST15202,Credit Card,53606,4467.17,2024-08-15,12
LN25203,CUST15203,Personal Loan,388639,8096.65,2023-12-28,48
LN25204,CUST15204,Personal Loan,376965,7853.44,2024-08-24,48
LN25205,CUST15205,Credit Card,31741,2645.08,2024-10-16,12
LN25206,CUST15206,Consumer Durable,110828,6157.11,2023-03-03,18
LN25207,CUST15207,Personal Loan,328044,6834.25,2023-01-14,48
LN25208,CUST15208,Personal Loan,156477,3259.94,2023-08-12,48
LN25209,CUST15209,Credit Card,63090,5257.5,2024-02-25,12
LN25210,CUST15210,Credit Card,48127,4010.58,2023-12-29,12
LN25211,CUST15211,Consumer Durable,89140,7428.33,2024-09-27,12
LN25212,CUST15212,Credit Card,22084,1840.33,2023-09-06,12
LN25213,CUST15213,Personal Loan,461483,38456.92,2023-09-24,12
LN25214,CUST15214,Personal Loan,366111,10169.75,2024-10-09,36
LN25215,CUST15215,Credit Card,20049,1670.75,2023-09-04,12
LN25216,CUST15216,Credit Card,145309,12109.08,2023-10-12,12
LN25217,CUST15217,Personal Loan,346629,14442.88,2023-08-26,24
LN25218,CUST15218,Credit Card,61692,5141.0,2024-07-07,12
LN25219,CUST15219,Credit Card,120694,10057.83,2024-11-06,12
LN25220,CUST15220,Consumer Durable,78404,4355.78,2024-08-10,18
LN25221,CUST15221,Personal Loan,430290,8964.38,2023-12-05,48
LN25222,CUST15222,Consumer Durable,54040,4503.33,2023-01-08,12
LN25223,CUST15223,Consumer Durable,73731,6144.25,2024-05-24,12
LN25224,CUST15224,Credit Card,117289,9774.08,2023-12-07,12
LN25225,CUST15225,Consumer Durable,100233,16705.5,2024-10-31,6
LN25226,CUST15226,Personal Loan,178946,3728.04,2024-03-08,48
LN25227,CUST15227,Credit Card,92634,7719.5,2023-07-31,12
LN25228,CUST15228,Consumer Durable,87068,7255.67,2023-07-11,12
LN25229,CUST15229,Consumer Durable,126169,7009.39,2024-10-07,18
LN25230,CUST15230,Consumer Durable,51478,2859.89,2023-03-23,18
LN25231,CUST15231,Credit Card,82563,6880.25,2023-09-11,12
LN25232,CUST15232,Consumer Durable,102766,17127.67,2023-02-25,6
LN25233,CUST15233,Credit Card,41844,3487.0,2024-05-31,12
LN25234,CUST15234,Consumer Durable,146525,12210.42,2023-03-20,12
LN25235,CUST15235,Personal Loan,446003,9291.73,2023-02-20,48
LN25236,CUST15236,Personal Loan,155290,6470.42,2024-08-26,24
LN25237,CUST15237,Consumer Durable,60285,10047.5,2024-07-17,6
LN25238,CUST15238,Credit Card,66489,5540.75,2024-04-27,12
LN25239,CUST15239,Consumer Durable,25102,4183.67,2023-01-09,6
LN25240,CUST15240,Credit Card,88116,7343.0,2023-06-10,12
LN25241,CUST15241,Credit Card,55299,4608.25,2024-11-13,12
LN25242,CUST15242,Personal Loan,342578,28548.17,2024-09-11,12
LN25243,CUST15243,Consumer Durable,121021,6723.39,2024-06-27,18
LN25244,CUST15244,Consumer Durable,26691,2224.25,2023-12-29,12
LN25245,CUST15245,Consumer Durable,64607,3589.28,2023-08-28,18
LN25246,CUST15246,Consumer Durable,47968,3997.33,2023-08-01,12
LN25247,CUST15247,Personal Loan,224377,18698.08,2024-11-21,12
LN25248,CUST15248,Personal Loan,340644,7096.75,2024-07-01,48
LN25249,CUST15249,Consumer Durable,50873,4239.42,2024-01-26,12
LN25250,CUST15250,Personal Loan,367401,15308.38,2024-09-21,24
LN25251,CUST15251,Consumer Durable,17955,2992.5,2023-10-21,6
LN25252,CUST15252,Consumer Durable,146149,12179.08,2023-05-10,12
LN25253,CUST15253,Personal Loan,246143,5127.98,2023-07-16,48
LN25254,CUST15254,Credit Card,80850,6737.5,2024-05-07,12
LN25255,CUST15255,Credit Card,32113,2676.08,2023-12-27,12
LN25256,CUST15256,Personal Loan,122492,2551.92,2023-08-15,48
LN25257,CUST15257,Personal Loan,483000,20125.0,2023-06-15,24
LN25258,CUST15258,Credit Card,71293,5941.08,2023-02-18,12
LN25259,CUST15259,Consumer Durable,178244,14853.67,2024-01-01,12
LN25260,CUST15260,Consumer Durable,46394,7732.33,2024-07-12,6
LN25261,CUST15261,Credit Card,146819,12234.92,2023-12-30,12
LN25262,CUST15262,Consumer Durable,63335,5277.92,2023-08-29,12
LN25263,CUST15263,Consumer Durable,85033,7086.08,2024-06-03,12
LN25264,CUST15264,Consumer Durable,43281,2404.5,2023-09-21,18
LN25265,CUST15265,Credit Card,90286,7523.83,2024-08-28,12
LN25266,CUST15266,Consumer Durable,78624,4368.0,2024-01-25,18
LN25267,CUST15267,Consumer Durable,148174,24695.67,2024-04-09,6
LN25268,CUST15268,Credit Card,52879,4406.58,2024-03-13,12
LN25269,CUST15269,Credit Card,26217,2184.75,2024-05-25,12
LN25270,CUST15270,Credit Card,78666,6555.5,2024-09-19,12
LN25271,CUST15271,Personal Loan,357001,7437.52,2023-06-08,48
LN25272,CUST15272,Personal Loan,497223,41435.25,2023-06-13,12
LN25273,CUST15273,Credit Card,12014,1001.17,2024-08-21,12
LN25274,CUST15274,Consumer Durable,80547,4474.83,2024-01-18,18
LN25275,CUST15275,Credit Card,103754,8646.17,2023-09-26,12
LN25276,CUST15276,Personal Loan,188132,15677.67,2023-04-15,12
LN25277,CUST15277,Credit Card,142712,11892.67,2024-08-30,12
LN25278,CUST15278,Credit Card,122892,10241.0,2024-06-23,12
LN25279,CUST15279,Consumer Durable,69995,11665.83,2023-09-15,6
LN25280,CUST15280,Personal Loan,187738,5214.94,2023-12-20,36
LN25281,CUST15281,Consumer Durable,68325,11387.5,2024-08-01,6
LN25282,CUST15282,Personal Loan,348435,14518.12,2024-04-09,24
LN25283,CUST15283,Personal Loan,65978,2749.08,2024-09-05,24
LN25284,CUST15284,Credit Card,99723,8310.25,2024-05-19,12
LN25285,CUST15285,Consumer Durable,91289,5071.61,2023-09-04,18
LN25286,CUST15286,Personal Loan,420187,11671.86,2023-06-14,36
LN25287,CUST15287,Personal Loan,431752,8994.83,2023-12-23,48
LN25288,CUST15288,Consumer Durable,66089,11014.83,2024-01-08,6
LN25289,CUST15289,Consumer Durable,79361,4408.94,2024-09-17,18
LN25290,CUST15290,Personal Loan,66661,5555.08,2024-10-08,12
LN25291,CUST15291,Consumer Durable,158893,8827.39,2023-03-27,18
LN25292,CUST15292,Personal Loan,406686,8472.62,2024-04-03,48
LN25293,CUST15293,Credit Card,101627,8468.92,2023-02-16,12
LN25294,CUST15294,Credit Card,39689,3307.42,2024-09-29,12
LN25295,CUST15295,Consumer Durable,137539,11461.58,2024-03-16,12
LN25296,CUST15296,Consumer Durable,57250,3180.56,2023-10-02,18
LN25297,CUST15297,Personal Loan,459243,19135.12,2023-03-27,24
LN25298,CUST15298,Credit Card,92456,7704.67,2024-09-02,12
LN25299,CUST15299,Personal Loan,158277,13189.75,2023-05-07,12
LN25300,CUST15300,Personal Loan,331600,9211.11,2024-10-18,36
LN25301,CUST15301,Personal Loan,127666,3546.28,2023-11-24,36
LN25302,CUST15302,Consumer Durable,72216,4012.0,2024-11-28,18
LN25303,CUST15303,Credit Card,74113,6176.08,2024-10-29,12
LN25304,CUST15304,Personal Loan,266390,11099.58,2024-05-06,24
LN25305,CUST15305,Credit Card,67775,5647.92,2023-10-09,12
LN25306,CUST15306,Personal Loan,72806,3033.58,2023-12-11,24
LN25307,CUST15307,Credit Card,82635,6886.25,2023-09-20,12
LN25308,CUST15308,Personal Loan,308142,6419.62,2023-12-18,48
LN25309,CUST15309,Consumer Durable,109552,9129.33,2024-11-11,12
LN25310,CUST15310,Personal Loan,308088,25674.0,2024-02-10,12
LN25311,CUST15311,Consumer Durable,110195,6121.94,2023-11-12,18
LN25312,CUST15312,Credit Card,99996,8333.0,2024-08-31,12
LN25313,CUST15313,Credit Card,27012,2251.0,2023-05-02,12
LN25314,CUST15314,Credit Card,89940,7495.0,2024-10-01,12
LN25315,CUST15315,Consumer Durable,171703,14308.58,2023-01-12,12
LN25316,CUST15316,Personal Loan,256490,21374.17,2023-02-24,12
LN25317,CUST15317,Consumer Durable,24674,4112.33,2023-05-10,6
LN25318,CUST15318,Credit Card,100082,8340.17,2024-01-29,12
LN25319,CUST15319,Credit Card,79725,6643.75,2024-02-26,12
LN25320,CUST15320,Personal Loan,150422,6267.58,2024-07-16,24
LN25321,CUST15321,Credit Card,138628,11552.33,2023-01-09,12
LN25322,CUST15322,Credit Card,118892,9907.67,2024-10-15,12
LN25323,CUST15323,Credit Card,106821,8901.75,2023-05-22,12
LN25324,CUST15324,Consumer Durable,197796,16483.0,2024-11-13,12
LN25325,CUST15325,Credit Card,148835,12402.92,2023-06-04,12
LN25326,CUST15326,Credit Card,80424,6702.0,2024-11-06,12
LN25327,CUST15327,Personal Loan,205198,17099.83,2024-02-10,12
LN25328,CUST15328,Credit Card,43147,3595.58,2024-06-27,12
LN25329,CUST15329,Personal Loan,291452,6071.92,2023-09-10,48
LN25330,CUST15330,Credit Card,94267,7855.58,2023-04-09,12
LN25331,CUST15331,Personal Loan,65421,2725.88,2023-12-01,24
LN25332,CUST15332,Credit Card,46498,3874.83,2024-02-14,12
LN25333,CUST15333,Personal Loan,327734,13655.58,2023-12-30,24
LN25334,CUST15334,Consumer Durable,71294,3960.78,2024-09-25,18
LN25335,CUST15335,Consumer Durable,86577,4809.83,2023-09-23,18
LN25336,CUST15336,Personal Loan,364561,7595.02,2023-05-27,48
LN25337,CUST15337,Credit Card,76622,6385.17,2024-03-06,12
LN25338,CUST15338,Consumer Durable,195913,16326.08,2024-09-17,12
LN25339,CUST15339,Credit Card,74572,6214.33,2024-11-17,12
LN25340,CUST15340,Personal Loan,82405,6867.08,2023-11-28,12
LN25341,CUST15341,Personal Loan,278516,11604.83,2024-02-08,24
LN25342,CUST15342,Personal Loan,259648,10818.67,2023-12-24,24
LN25343,CUST15343,Consumer Durable,79547,13257.83,2023-07-08,6
LN25344,CUST15344,Credit Card,138546,11545.5,2024-05-26,12
LN25345,CUST15345,Credit Card,94581,7881.75,2024-04-24,12
LN25346,CUST15346,Credit Card,68014,5667.83,2024-01-31,12
LN25347,CUST15347,Consumer Durable,16694,2782.33,2024-06-15,6
LN25348,CUST15348,Credit Card,45754,3812.83,2024-06-21,12
LN25349,CUST15349,Personal Loan,129418,2696.21,2023-04-16,48
LN25350,CUST15350,Personal Loan,414097,11502.69,2024-04-22,36
LN25351,CUST15351,Consumer Durable,172231,9568.39,2024-09-24,18
LN25352,CUST15352,Credit Card,83302,6941.83,2023-01-09,12
LN25353,CUST15353,Consumer Durable,22503,1875.25,2023-08-30,12
LN25354,CUST15354,Personal Loan,241083,6696.75,2024-04-08,36
LN25355,CUST15355,Consumer Durable,110559,18426.5,2023-08-24,6
LN25356,CUST15356,Consumer Durable,166335,13861.25,2023-10-16,12
LN25357,CUST15357,Consumer Durable,164856,9158.67,2024-08-08,18
LN25358,CUST15358,Personal Loan,145240,3025.83,2023-03-30,48
LN25359,CUST15359,Personal Loan,127531,3542.53,2023-10-08,36
LN25360,CUST15360,Consumer Durable,189942,10552.33,2024-01-10,18
LN25361,CUST15361,Credit Card,94669,7889.08,2023-06-04,12
LN25362,CUST15362,Personal Loan,287508,23959.0,2024-07-01,12
LN25363,CUST15363,Credit Card,39858,3321.5,2024-10-19,12
LN25364,CUST15364,Consumer Durable,116678,6482.11,2023-04-09,18
LN25365,CUST15365,Consumer Durable,113232,6290.67,2024-05-17,18
LN25366,CUST15366,Personal Loan,471811,13105.86,2023-04-27,36
LN25367,CUST15367,Credit Card,131955,10996.25,2024-08-17,12
LN25368,CUST15368,Credit Card,92786,7732.17,2023-09-10,12
LN25369,CUST15369,Credit Card,69892,5824.33,2023-04-07,12
LN25370,CUST15370,Personal Loan,153081,12756.75,2023-05-21,12
LN25371,CUST15371,Personal Loan,107047,2973.53,2023-04-28,36
LN25372,CUST15372,Credit Card,101555,8462.92,2023-04-30,12
LN25373,CUST15373,Personal Loan,243735,10155.62,2024-11-01,24
LN25374,CUST15374,Credit Card,116075,9672.92,2024-07-09,12
LN25375,CUST15375,Personal Loan,129011,10750.92,2024-08-15,12
LN25376,CUST15376,Credit Card,42864,3572.0,2023-01-25,12
LN25377,CUST15377,Credit Card,33669,2805.75,2024-10-18,12
LN25378,CUST15378,Credit Card,141293,11774.42,2023-10-21,12
LN25379,CUST15379,Personal Loan,341799,9494.42,2024-05-30,36
LN25380,CUST15380,Credit Card,123169,10264.08,2023-11-20,12
LN25381,CUST15381,Credit Card,108234,9019.5,2024-07-29,12
LN25382,CUST15382,Credit Card,138917,11576.42,2023-05-01,12
LN25383,CUST15383,Personal Loan,180694,3764.46,2023-04-24,48
LN25384,CUST15384,Personal Loan,377310,31442.5,2023-03-09,12
LN25385,CUST15385,Credit Card,106837,8903.08,2024-05-02,12
LN25386,CUST15386,Credit Card,66297,5524.75,2023-01-09,12
LN25387,CUST15387,Credit Card,98134,8177.83,2024-04-20,12
LN25388,CUST15388,Personal Loan,159677,6653.21,2024-11-05,24
LN25389,CUST15389,Consumer Durable,127544,21257.33,2024-08-02,6
LN25390,CUST15390,Consumer Durable,170989,28498.17,2024-02-11,6
LN25391,CUST15391,Credit Card,71043,5920.25,2024-05-31,12
LN25392,CUST15392,Consumer Durable,195921,10884.5,2024-01-24,18
LN25393,CUST15393,Credit Card,68081,5673.42,2023-07-04,12
LN25394,CUST15394,Credit Card,43970,3664.17,2024-06-22,12
LN25395,CUST15395,Personal Loan,311015,12958.96,2023-06-25,24
LN25396,CUST15396,Personal Loan,374349,31195.75,2023-06-13,12
LN25397,CUST15397,Consumer Durable,89221,4956.72,2024-10-16,18
LN25398,CUST15398,Consumer Durable,172550,14379.17,2023-11-06,12
LN25399,CUST15399,Personal Loan,246132,10255.5,2023-12-11,24
LN25400,CUST15400,Personal Loan,404855,8434.48,2023-02-22,48
LN25401,CUST15401,Credit Card,144613,12051.08,2023-12-07,12
LN25402,CUST15402,Credit Card,117204,9767.0,2024-05-11,12
LN25403,CUST15403,Personal Loan,364064,10112.89,2023-08-19,36
LN25404,CUST15404,Consumer Durable,133616,11134.67,2024-11-19,12
LN25405,CUST15405,Credit Card,76136,6344.67,2023-09-28,12
LN25406,CUST15406,Personal Loan,453532,37794.33,2023-07-18,12
LN25407,CUST15407,Personal Loan,370169,7711.85,2023-07-21,48
LN25408,CUST15408,Credit Card,28814,2401.17,2023-04-17,12
LN25409,CUST15409,Consumer Durable,135843,7546.83,2024-01-16,18
LN25410,CUST15410,Credit Card,132000,11000.0,2024-11-29,12
LN25411,CUST15411,Consumer Durable,83635,13939.17,2023-03-11,6
LN25412,CUST15412,Credit Card,68360,5696.67,2024-10-10,12
LN25413,CUST15413,Personal Loan,458512,38209.33,2024-03-04,12
LN25414,CUST15414,Consumer Durable,123433,10286.08,2023-02-05,12
LN25415,CUST15415,Personal Loan,220865,4601.35,2024-11-17,48
LN25416,CUST15416,Personal Loan,73222,1525.46,2024-05-21,48
LN25417,CUST15417,Personal Loan,476750,19864.58,2023-11-12,24
LN25418,CUST15418,Credit Card,116300,9691.67,2024-01-18,12
LN25419,CUST15419,Personal Loan,425515,11819.86,2023-07-13,36
LN25420,CUST15420,Consumer Durable,126532,7029.56,2023-07-19,18
LN25421,CUST15421,Personal Loan,266330,11097.08,2023-03-26,24
LN25422,CUST15422,Credit Card,70168,5847.33,2024-10-09,12
LN25423,CUST15423,Consumer Durable,48821,2712.28,2023-05-01,18
LN25424,CUST15424,Personal Loan,463421,38618.42,2024-09-18,12
LN25425,CUST15425,Consumer Durable,135769,22628.17,2024-04-21,6
LN25426,CUST15426,Consumer Durable,44914,3742.83,2024-11-16,12
LN25427,CUST15427,Credit Card,85336,7111.33,2024-06-27,12
LN25428,CUST15428,Consumer Durable,151732,8429.56,2023-05-27,18
LN25429,CUST15429,Credit Card,72312,6026.0,2024-02-13,12
LN25430,CUST15430,Consumer Durable,68416,11402.67,2024-07-29,6
LN25431,CUST15431,Personal Loan,245413,10225.54,2023-12-21,24
LN25432,CUST15432,Consumer Durable,130728,21788.0,2023-06-25,6
LN25433,CUST15433,Personal Loan,315750,8770.83,2023-04-29,36
LN25434,CUST15434,Personal Loan,477817,19909.04,2024-07-04,24
LN25435,CUST15435,Consumer Durable,169198,14099.83,2023-09-05,12
LN25436,CUST15436,Personal Loan,282775,5891.15,2023-05-10,48
LN25437,CUST15437,Consumer Durable,143093,11924.42,2023-04-25,12
LN25438,CUST15438,Personal Loan,393785,8203.85,2024-10-31,48
LN25439,CUST15439,Credit Card,48238,4019.83,2023-07-22,12
LN25440,CUST15440,Personal Loan,449318,18721.58,2023-06-28,24
LN25441,CUST15441,Personal Loan,250153,5211.52,2024-07-06,48
LN25442,CUST15442,Credit Card,132511,11042.58,2024-02-17,12
LN25443,CUST15443,Consumer Durable,167105,9283.61,2023-02-23,18
LN25444,CUST15444,Personal Loan,475844,39653.67,2024-11-06,12
LN25445,CUST15445,Personal Loan,305320,8481.11,2023-11-22,36
LN25446,CUST15446,Credit Card,34871,2905.92,2023-10-25,12
LN25447,CUST15447,Personal Loan,345729,9603.58,2023-05-07,36
LN25448,CUST15448,Consumer Durable,130949,7274.94,2023-10-28,18
LN25449,CUST15449,Credit Card,66322,5526.83,2024-05-07,12
LN25450,CUST15450,Personal Loan,369562,30796.83,2024-08-30,12
LN25451,CUST15451,Consumer Durable,167332,27888.67,2024-11-30,6
LN25452,CUST15452,Consumer Durable,31195,1733.06,2023-03-25,18
LN25453,CUST15453,Credit Card,105455,8787.92,2024-05-31,12
LN25454,CUST15454,Personal Loan,488662,10180.46,2023-03-21,48
LN25455,CUST15455,Consumer Durable,18737,1561.42,2024-11-21,12
LN25456,CUST15456,Credit Card,112471,9372.58,2023-06-07,12
LN25457,CUST15457,Consumer Durable,79310,13218.33,2024-04-04,6
LN25458,CUST15458,Personal Loan,170140,4726.11,2024-04-20,36
LN25459,CUST15459,Consumer Durable,112239,6235.5,2023-09-26,18
LN25460,CUST15460,Consumer Durable,192982,32163.67,2024-03-06,6
LN25461,CUST15461,Personal Loan,496348,20681.17,2023-12-27,24
LN25462,CUST15462,Personal Loan,339834,14159.75,2024-11-26,24
LN25463,CUST15463,Consumer Durable,48266,4022.17,2023-07-02,12
LN25464,CUST15464,Consumer Durable,55011,3056.17,2023-05-04,18
LN25465,CUST15465,Credit Card,39647,3303.92,2024-07-27,12
LN25466,CUST15466,Personal Loan,417332,34777.67,2023-02-07,12
LN25467,CUST15467,Credit Card,91282,7606.83,2023-06-06,12
LN25468,CUST15468,Personal Loan,342240,9506.67,2024-09-05,36
LN25469,CUST15469,Personal Loan,104816,2911.56,2024-06-11,36
LN25470,CUST15470,Credit Card,19422,1618.5,2024-05-09,12
LN25471,CUST15471,Credit Card,18497,1541.42,2023-07-26,12
LN25472,CUST15472,Consumer Durable,83821,6985.08,2024-03-19,12
LN25473,CUST15473,Credit Card,53970,4497.5,2023-03-11,12
LN25474,CUST15474,Consumer Durable,61458,5121.5,2024-07-01,12
LN25475,CUST15475,Consumer Durable,166234,9235.22,2024-04-20,18
LN25476,CUST15476,Consumer Durable,15314,2552.33,2024-05-24,6
LN25477,CUST15477,Personal Loan,201941,8414.21,2024-07-05,24
LN25478,CUST15478,Credit Card,140512,11709.33,2023-03-15,12
LN25479,CUST15479,Credit Card,144157,12013.08,2024-11-07,12
LN25480,CUST15480,Credit Card,149914,12492.83,2023-11-09,12
LN25481,CUST15481,Consumer Durable,182689,15224.08,2024-11-19,12
LN25482,CUST15482,Consumer Durable,45387,7564.5,2023-01-22,6
LN25483,CUST15483,Credit Card,63073,5256.08,2023-03-31,12
LN25484,CUST15484,Consumer Durable,159905,26650.83,2024-08-19,6
LN25485,CUST15485,Consumer Durable,78626,6552.17,2024-01-17,12
LN25486,CUST15486,Consumer Durable,157075,8726.39,2023-12-06,18
LN25487,CUST15487,Credit Card,45957,3829.75,2023-08-30,12
LN25488,CUST15488,Consumer Durable,137060,7614.44,2023-07-27,18
LN25489,CUST15489,Credit Card,40342,3361.83,2024-10-14,12
LN25490,CUST15490,Consumer Durable,29125,4854.17,2024-11-01,6
LN25491,CUST15491,Credit Card,46609,3884.08,2024-08-31,12
LN25492,CUST15492,Consumer Durable,15343,2557.17,2024-05-13,6
LN25493,CUST15493,Personal Loan,168182,7007.58,2023-04-17,24
LN25494,CUST15494,Personal Loan,161239,13436.58,2023-05-05,12
LN25495,CUST15495,Consumer Durable,65883,3660.17,2024-08-28,18
LN25496,CUST15496,Credit Card,105294,8774.5,2023-05-24,12
LN25497,CUST15497,Consumer Durable,123493,10291.08,2023-06-25,12
LN25498,CUST15498,Credit Card,94923,7910.25,2023-03-05,12
LN25499,CUST15499,Consumer Durable,131363,7297.94,2023-05-30,18
LN25500,CUST15500,Credit Card,74676,6223.0,2024-09-04,12
LN25501,CUST15501,Consumer Durable,91641,15273.5,2024-01-28,6
LN25502,CUST15502,Consumer Durable,133410,22235.0,2023-02-10,6
LN25503,CUST15503,Personal Loan,91174,3798.92,2023-05-17,24
LN25504,CUST15504,Consumer Durable,53758,8959.67,2024-10-17,6
LN25505,CUST15505,Credit Card,139412,11617.67,2023-12-27,12
LN25506,CUST15506,Credit Card,106910,8909.17,2024-10-15,12
LN25507,CUST15507,Personal Loan,107800,2994.44,2024-08-15,36
LN25508,CUST15508,Credit Card,145797,12149.75,2023-09-01,12
LN25509,CUST15509,Consumer Durable,106223,8851.92,2023-12-20,12
LN25510,CUST15510,Personal Loan,340939,7102.9,2023-08-12,48
LN25511,CUST15511,Credit Card,115097,9591.42,2024-03-30,12
LN25512,CUST15512,Consumer Durable,116777,6487.61,2023-10-22,18
LN25513,CUST15513,Personal Loan,92503,3854.29,2024-09-02,24
LN25514,CUST15514,Personal Loan,475666,19819.42,2024-06-12,24
LN25515,CUST15515,Personal Loan,408367,17015.29,2024-06-25,24
LN25516,CUST15516,Personal Loan,147527,6146.96,2023-01-10,24
LN25517,CUST15517,Credit Card,81578,6798.17,2024-08-12,12
LN25518,CUST15518,Personal Loan,128641,10720.08,2023-01-19,12
LN25519,CUST15519,Credit Card,73146,6095.5,2024-11-25,12
LN25520,CUST15520,Credit Card,32478,2706.5,2023-11-05,12
LN25521,CUST15521,Consumer Durable,156764,13063.67,2023-06-21,12
LN25522,CUST15522,Personal Loan,330812,27567.67,2023-04-30,12
LN25523,CUST15523,Consumer Durable,166535,27755.83,2023-06-04,6
LN25524,CUST15524,Consumer Durable,51189,8531.5,2024-05-08,6
LN25525,CUST15525,Consumer Durable,29593,2466.08,2024-06-03,12
LN25526,CUST15526,Personal Loan,190765,3974.27,2023-08-19,48
LN25527,CUST15527,Credit Card,80764,6730.33,2024-02-25,12
LN25528,CUST15528,Personal Loan,233363,4861.73,2024-02-06,48
LN25529,CUST15529,Consumer Durable,77522,4306.78,2023-07-11,18
LN25530,CUST15530,Personal Loan,128678,10723.17,2024-03-26,12
LN25531,CUST15531,Credit Card,24410,2034.17,2023-07-07,12
LN25532,CUST15532,Consumer Durable,63923,5326.92,2024-02-28,12
LN25533,CUST15533,Credit Card,48558,4046.5,2024-02-26,12
LN25534,CUST15534,Consumer Durable,46166,7694.33,2023-07-10,6
LN25535,CUST15535,Credit Card,109077,9089.75,2024-08-03,12
LN25536,CUST15536,Credit Card,89108,7425.67,2024-07-09,12
LN25537,CUST15537,Credit Card,141348,11779.0,2023-10-13,12
LN25538,CUST15538,Credit Card,76120,6343.33,2024-08-22,12
LN25539,CUST15539,Consumer Durable,76939,4274.39,2023-09-19,18
LN25540,CUST15540,Consumer Durable,129833,21638.83,2023-01-14,6
LN25541,CUST15541,Personal Loan,235353,9806.38,2024-03-18,24
LN25542,CUST15542,Credit Card,94071,7839.25,2024-04-09,12
LN25543,CUST15543,Personal Loan,90958,3789.92,2024-10-24,24
LN25544,CUST15544,Personal Loan,225331,6259.19,2024-09-30,36
LN25545,CUST15545,Consumer Durable,50856,4238.0,2023-03-28,12
LN25546,CUST15546,Credit Card,44255,3687.92,2023-09-04,12
LN25547,CUST15547,Consumer Durable,197853,32975.5,2024-03-07,6
LN25548,CUST15548,Personal Loan,361859,15077.46,2024-02-29,24
LN25549,CUST15549,Consumer Durable,33571,2797.58,2023-11-24,12
LN25550,CUST15550,Credit Card,36789,3065.75,2023-05-15,12
LN25551,CUST15551,Personal Loan,194800,8116.67,2023-09-08,24
LN25552,CUST15552,Credit Card,128091,10674.25,2024-07-30,12
LN25553,CUST15553,Credit Card,30473,2539.42,2024-10-06,12
LN25554,CUST15554,Personal Loan,140600,2929.17,2024-01-09,48
LN25555,CUST15555,Personal Loan,167824,4661.78,2023-11-22,36
LN25556,CUST15556,Personal Loan,422792,11744.22,2024-11-01,36
LN25557,CUST15557,Personal Loan,205617,8567.38,2023-05-11,24
LN25558,CUST15558,Credit Card,30033,2502.75,2024-01-17,12
LN25559,CUST15559,Credit Card,12357,1029.75,2024-08-07,12
LN25560,CUST15560,Consumer Durable,145468,12122.33,2024-10-22,12
LN25561,CUST15561,Personal Loan,141092,3919.22,2023-09-13,36
LN25562,CUST15562,Credit Card,67461,5621.75,2023-05-23,12
LN25563,CUST15563,Personal Loan,450254,12507.06,2024-05-03,36
LN25564,CUST15564,Personal Loan,264898,11037.42,2023-05-08,24
LN25565,CUST15565,Credit Card,147750,12312.5,2023-08-26,12
LN25566,CUST15566,Personal Loan,493139,10273.73,2023-02-17,48
LN25567,CUST15567,Consumer Durable,82991,4610.61,2023-08-17,18
LN25568,CUST15568,Personal Loan,310043,25836.92,2023-08-27,12
LN25569,CUST15569,Credit Card,110615,9217.92,2024-01-23,12
LN25570,CUST15570,Credit Card,45208,3767.33,2023-01-02,12
LN25571,CUST15571,Personal Loan,355400,7404.17,2023-04-05,48
LN25572,CUST15572,Credit Card,54858,4571.5,2024-04-26,12
LN25573,CUST15573,Personal Loan,295073,24589.42,2024-11-27,12
LN25574,CUST15574,Personal Loan,412387,17182.79,2024-09-13,24
