Loan_ID,Agent_ID,Report_Month,Outstanding_Amount,Days_Past_Due,Missed_EMIs,Contact_Response,Recovery_Status,Amount_Recovered
LN25281,AGT144,2026-03-01,14743.66,0,0,Promise To Pay,Paid,14743.66
LN25282,AGT135,2026-03-01,19647.22,0,0,Promise To Pay,Paid,19647.22
LN25283,AGT111,2026-03-01,8843.79,60,3,Responsive,Paid,8843.79
LN25284,AGT112,2026-03-01,8726.56,0,0,Responsive,Paid,8726.56
LN25285,AGT118,2026-03-01,13257.18,30,2,No Answer,Unpaid,0.0
LN25286,AGT126,2026-03-01,49836.32,90,4,No Answer,Unpaid,0.0
LN25287,AGT113,2026-03-01,9782.65,15,1,Promise To Pay,Partial,2934.79
LN25288,AGT166,2026-03-01,16348.88,0,0,Promise To Pay,Paid,16348.88
LN25289,AGT150,2026-03-01,4856.1,15,1,Responsive,Paid,4856.1
LN25290,AGT112,2026-03-01,5948.17,0,0,Responsive,Paid,5948.17
LN25291,AGT140,2026-03-01,7966.42,0,0,Promise To Pay,Paid,7966.42
LN25292,AGT163,2026-03-01,11976.2,0,0,No Answer,Paid,11976.2
LN25293,AGT137,2026-03-01,12002.65,0,0,Promise To Pay,Paid,12002.65
LN25294,AGT115,2026-03-01,7095.55,30,2,Responsive,Paid,7095.55
LN25295,AGT159,2026-03-01,9363.8,0,0,Responsive,Paid,9363.8
LN25296,AGT129,2026-03-01,6265.49,30,2,No Answer,Unpaid,0.0
LN25297,AGT108,2026-03-01,18512.42,0,0,Promise To Pay,Paid,18512.42
LN25298,AGT159,2026-03-01,17359.37,30,2,No Answer,Unpaid,0.0
LN25299,AGT124,2026-03-01,13647.49,15,1,Promise To Pay,Partial,4094.25
LN25300,AGT151,2026-03-01,17755.43,30,2,Responsive,Paid,17755.43
LN25301,AGT116,2026-03-01,4780.93,0,0,No Answer,Paid,4780.93
LN25302,AGT119,2026-03-01,4660.32,0,0,Promise To Pay,Paid,4660.32
LN25303,AGT163,2026-03-01,25285.59,60,3,Responsive,Paid,25285.59
LN25304,AGT170,2026-03-01,13577.46,0,0,Responsive,Paid,13577.46
LN25305,AGT143,2026-03-01,30780.44,90,4,Responsive,Partial,15390.22
LN25306,AGT156,2026-03-01,2676.88,15,1,Responsive,Partial,1338.44
LN25307,AGT151,2026-03-01,6579.65,15,1,Responsive,Paid,6579.65
LN25308,AGT104,2026-03-01,7298.4,0,0,Promise To Pay,Paid,7298.4
LN25309,AGT136,2026-03-01,36634.45,90,4,Responsive,Paid,36634.45
LN25310,AGT150,2026-03-01,20654.49,15,1,No Answer,Unpaid,0.0
LN25311,AGT151,2026-03-01,26128.64,90,4,Promise To Pay,Partial,7838.59
LN25312,AGT150,2026-03-01,18371.39,30,2,Responsive,Paid,18371.39
LN25313,AGT103,2026-03-01,8802.18,90,4,No Answer,Unpaid,0.0
LN25314,AGT134,2026-03-01,6744.78,0,0,Promise To Pay,Paid,6744.78
LN25315,AGT108,2026-03-01,39048.02,30,2,Promise To Pay,Partial,11714.41
LN25316,AGT110,2026-03-01,42284.38,30,2,No Answer,Unpaid,0.0
LN25317,AGT161,2026-03-01,3706.03,0,0,No Answer,Paid,3706.03
LN25318,AGT164,2026-03-01,28109.9,90,4,Responsive,Partial,14054.95
LN25319,AGT133,2026-03-01,8270.47,0,0,No Answer,Paid,8270.47
LN25320,AGT128,2026-03-01,11903.64,30,2,Promise To Pay,Partial,3571.09
LN25321,AGT114,2026-03-01,20223.78,30,2,Responsive,Paid,20223.78
LN25322,AGT171,2026-03-01,8605.14,15,1,Responsive,Partial,4302.57
LN25323,AGT159,2026-03-01,11314.95,0,0,Promise To Pay,Paid,11314.95
LN25324,AGT117,2026-03-01,21723.94,0,0,Promise To Pay,Paid,21723.94
LN25325,AGT101,2026-03-01,22644.67,30,2,Responsive,Paid,22644.67
LN25326,AGT134,2026-03-01,6082.42,0,0,Responsive,Paid,6082.42
LN25327,AGT131,2026-03-01,14661.63,0,0,Responsive,Paid,14661.63
LN25328,AGT160,2026-03-01,4499.21,0,0,Responsive,Paid,4499.21
LN25329,AGT143,2026-03-01,7259.54,15,1,No Answer,Unpaid,0.0
LN25330,AGT120,2026-03-01,8165.78,0,0,Responsive,Paid,8165.78
LN25331,AGT106,2026-03-01,2740.96,0,0,Responsive,Paid,2740.96
LN25332,AGT166,2026-03-01,5787.01,0,0,Promise To Pay,Paid,5787.01
LN25333,AGT158,2026-03-01,20206.8,0,0,Promise To Pay,Paid,20206.8
LN25334,AGT169,2026-03-01,3868.9,0,0,No Answer,Paid,3868.9
LN25335,AGT133,2026-03-01,24067.99,90,4,Responsive,Partial,12034.0
LN25336,AGT129,2026-03-01,9400.84,15,1,No Answer,Unpaid,0.0
LN25337,AGT109,2026-03-01,8025.32,0,0,Responsive,Paid,8025.32
LN25338,AGT118,2026-03-01,59071.22,90,4,No Answer,Unpaid,0.0
LN25339,AGT149,2026-03-01,9283.65,0,0,Responsive,Paid,9283.65
LN25340,AGT150,2026-03-01,6117.34,0,0,Responsive,Paid,6117.34
LN25341,AGT110,2026-03-01,61553.51,90,4,Responsive,Partial,30776.76
LN25342,AGT171,2026-03-01,15763.96,15,1,Promise To Pay,Partial,4729.19
LN25343,AGT147,2026-03-01,18906.64,0,0,Promise To Pay,Paid,18906.64
LN25344,AGT164,2026-03-01,16122.82,0,0,Promise To Pay,Paid,16122.82
LN25345,AGT130,2026-03-01,21858.06,30,2,Promise To Pay,Partial,6557.42
LN25346,AGT153,2026-03-01,4927.75,15,1,Responsive,Partial,2463.88
LN25347,AGT147,2026-03-01,2460.54,15,1,Promise To Pay,Partial,738.16
LN25348,AGT157,2026-03-01,4150.65,0,0,Promise To Pay,Paid,4150.65
LN25349,AGT148,2026-03-01,6978.36,60,3,Promise To Pay,Partial,2093.51
LN25350,AGT144,2026-03-01,33277.55,30,2,Responsive,Partial,16638.78
LN25351,AGT160,2026-03-01,11609.91,0,0,No Answer,Paid,11609.91
LN25352,AGT162,2026-03-01,25251.53,60,3,No Answer,Unpaid,0.0
LN25353,AGT120,2026-03-01,1947.3,0,0,Responsive,Paid,1947.3
LN25354,AGT101,2026-03-01,6930.34,0,0,Promise To Pay,Paid,6930.34
LN25355,AGT156,2026-03-01,17694.95,0,0,No Answer,Paid,17694.95
LN25356,AGT142,2026-03-01,12455.52,15,1,No Answer,Unpaid,0.0
LN25357,AGT159,2026-03-01,38707.36,60,3,Responsive,Partial,19353.68
LN25358,AGT155,2026-03-01,4393.64,15,1,Responsive,Paid,4393.64
LN25359,AGT125,2026-03-01,6784.59,30,2,Responsive,Paid,6784.59
LN25360,AGT174,2026-03-01,52679.17,90,4,No Answer,Unpaid,0.0
LN25361,AGT106,2026-03-01,23173.8,60,3,Promise To Pay,Partial,6952.14
LN25362,AGT165,2026-03-01,27845.75,0,0,No Answer,Paid,27845.75
LN25363,AGT163,2026-03-01,5704.41,30,2,Promise To Pay,Partial,1711.32
LN25364,AGT107,2026-03-01,7193.05,0,0,Responsive,Paid,7193.05
LN25365,AGT149,2026-03-01,30772.57,90,4,No Answer,Unpaid,0.0
LN25366,AGT152,2026-03-01,26385.07,30,2,Promise To Pay,Partial,7915.52
LN25367,AGT174,2026-03-01,12960.26,0,0,No Answer,Paid,12960.26
LN25368,AGT102,2026-03-01,11212.74,15,1,Promise To Pay,Partial,3363.82
LN25369,AGT147,2026-03-01,25127.06,60,3,Promise To Pay,Partial,7538.12
LN25370,AGT113,2026-03-01,18018.23,0,0,No Answer,Paid,18018.23
LN25371,AGT149,2026-03-01,4248.76,0,0,Responsive,Paid,4248.76
LN25372,AGT144,2026-03-01,7326.84,15,1,No Answer,Unpaid,0.0
LN25373,AGT130,2026-03-01,12745.52,0,0,Responsive,Paid,12745.52
LN25374,AGT152,2026-03-01,9292.45,15,1,Responsive,Paid,9292.45
LN25375,AGT152,2026-03-01,12901.55,0,0,Promise To Pay,Paid,12901.55
LN25376,AGT149,2026-03-01,7051.97,30,2,Responsive,Paid,7051.97
LN25377,AGT100,2026-03-01,3410.26,0,0,Promise To Pay,Paid,3410.26
LN25378,AGT125,2026-03-01,13209.18,15,1,Responsive,Partial,6604.59
LN25379,AGT142,2026-03-01,9417.74,0,0,No Answer,Paid,9417.74
LN25380,AGT168,2026-03-01,11779.75,15,1,Responsive,Partial,5889.88
LN25381,AGT169,2026-03-01,16951.89,30,2,No Answer,Unpaid,0.0
LN25382,AGT172,2026-03-01,14878.81,0,0,Promise To Pay,Paid,14878.81
LN25383,AGT145,2026-03-01,6098.75,30,2,Promise To Pay,Partial,1829.62
LN25384,AGT105,2026-03-01,108418.74,90,4,No Answer,Unpaid,0.0
LN25385,AGT170,2026-03-01,19838.76,30,2,No Answer,Unpaid,0.0
LN25386,AGT107,2026-03-01,7766.17,15,1,Responsive,Paid,7766.17
LN25387,AGT153,2026-03-01,23221.74,30,2,Promise To Pay,Partial,6966.52
LN25388,AGT105,2026-03-01,27769.49,60,3,No Answer,Unpaid,0.0
LN25389,AGT129,2026-03-01,83066.29,60,3,No Answer,Unpaid,0.0
LN25390,AGT109,2026-03-01,34382.05,0,0,Promise To Pay,Paid,34382.05
LN25391,AGT135,2026-03-01,6485.03,0,0,Responsive,Paid,6485.03
LN25392,AGT164,2026-03-01,17877.14,30,2,Responsive,Partial,8938.57
LN25393,AGT106,2026-03-01,13781.8,30,2,No Answer,Unpaid,0.0
LN25394,AGT112,2026-03-01,9212.11,60,3,Responsive,Paid,9212.11
LN25395,AGT119,2026-03-01,10955.14,15,1,Promise To Pay,Partial,3286.54
LN25396,AGT127,2026-03-01,35122.87,0,0,Promise To Pay,Paid,35122.87
LN25397,AGT172,2026-03-01,5370.28,0,0,No Answer,Paid,5370.28
LN25398,AGT151,2026-03-01,31224.58,30,2,Promise To Pay,Partial,9367.37
LN25399,AGT116,2026-03-01,9298.92,0,0,Promise To Pay,Paid,9298.92
LN25400,AGT156,2026-03-01,20237.68,30,2,Promise To Pay,Partial,6071.3
LN25401,AGT127,2026-03-01,63666.32,90,4,Responsive,Paid,63666.32
LN25402,AGT142,2026-03-01,17356.16,30,2,No Answer,Unpaid,0.0
LN25403,AGT138,2026-03-01,14493.8,15,1,Responsive,Partial,7246.9
LN25404,AGT123,2026-03-01,40730.0,60,3,Promise To Pay,Partial,12219.0
LN25405,AGT173,2026-03-01,6929.07,0,0,No Answer,Paid,6929.07
LN25406,AGT163,2026-03-01,76420.53,30,2,Responsive,Paid,76420.53
LN25407,AGT165,2026-03-01,23920.41,60,3,Promise To Pay,Partial,7176.12
LN25408,AGT101,2026-03-01,4791.61,30,2,Promise To Pay,Partial,1437.48
LN25409,AGT166,2026-03-01,7519.22,0,0,Responsive,Paid,7519.22
LN25410,AGT114,2026-03-01,24024.7,30,2,Responsive,Paid,24024.7
LN25411,AGT169,2026-03-01,51488.1,60,3,Promise To Pay,Partial,15446.43
LN25412,AGT161,2026-03-01,21126.72,60,3,Responsive,Partial,10563.36
LN25413,AGT150,2026-03-01,181216.43,90,4,Responsive,Partial,90608.21
LN25414,AGT150,2026-03-01,15228.0,0,0,Promise To Pay,Paid,15228.0
LN25415,AGT144,2026-03-01,4210.54,0,0,Promise To Pay,Paid,4210.54
LN25416,AGT164,2026-03-01,1459.61,0,0,Promise To Pay,Paid,1459.61
LN25417,AGT147,2026-03-01,85737.19,60,3,No Answer,Unpaid,0.0
LN25418,AGT167,2026-03-01,11363.2,0,0,Promise To Pay,Paid,11363.2
LN25419,AGT104,2026-03-01,13442.47,15,1,Promise To Pay,Partial,4032.74
LN25420,AGT116,2026-03-01,8351.86,15,1,Responsive,Paid,8351.86
LN25421,AGT133,2026-03-01,14882.32,0,0,No Answer,Paid,14882.32
LN25422,AGT103,2026-03-01,12994.58,30,2,No Answer,Unpaid,0.0
LN25423,AGT167,2026-03-01,9588.42,60,3,Responsive,Paid,9588.42
LN25424,AGT155,2026-03-01,56337.44,15,1,No Answer,Unpaid,0.0
LN25425,AGT123,2026-03-01,60204.2,60,3,Responsive,Paid,60204.2
LN25426,AGT117,2026-03-01,8125.44,30,2,No Answer,Unpaid,0.0
LN25427,AGT113,2026-03-01,25856.76,90,4,Promise To Pay,Partial,7757.03
LN25428,AGT118,2026-03-01,35417.07,60,3,Promise To Pay,Partial,10625.12
LN25429,AGT132,2026-03-01,4977.03,0,0,No Answer,Paid,4977.03
LN25430,AGT144,2026-03-01,15195.84,0,0,Responsive,Paid,15195.84
LN25431,AGT136,2026-03-01,13751.7,0,0,No Answer,Paid,13751.7
LN25432,AGT126,2026-03-01,32627.51,0,0,Promise To Pay,Paid,32627.51
LN25433,AGT173,2026-03-01,23255.34,30,2,Responsive,Partial,11627.67
LN25434,AGT126,2026-03-01,28689.14,0,0,Responsive,Paid,28689.14
LN25435,AGT118,2026-03-01,29407.67,30,2,Responsive,Partial,14703.83
LN25436,AGT169,2026-03-01,18380.79,60,3,Responsive,Paid,18380.79
LN25437,AGT150,2026-03-01,14432.58,15,1,No Answer,Unpaid,0.0
LN25438,AGT165,2026-03-01,10593.3,0,0,Promise To Pay,Paid,10593.3
LN25439,AGT172,2026-03-01,11212.62,30,2,No Answer,Unpaid,0.0
LN25440,AGT173,2026-03-01,24936.52,0,0,No Answer,Paid,24936.52
LN25441,AGT124,2026-03-01,7378.39,0,0,Promise To Pay,Paid,7378.39
LN25442,AGT127,2026-03-01,14091.83,0,0,Promise To Pay,Paid,14091.83
LN25443,AGT140,2026-03-01,30164.73,90,4,Promise To Pay,Partial,9049.42
LN25444,AGT148,2026-03-01,40865.78,0,0,Promise To Pay,Paid,40865.78
LN25445,AGT121,2026-03-01,20434.1,60,3,Responsive,Paid,20434.1
LN25446,AGT167,2026-03-01,6665.49,30,2,Promise To Pay,Partial,1999.65
LN25447,AGT144,2026-03-01,8435.02,0,0,Promise To Pay,Paid,8435.02
LN25448,AGT121,2026-03-01,28937.21,60,3,Responsive,Partial,14468.6
LN25449,AGT100,2026-03-01,6676.87,0,0,No Answer,Paid,6676.87
LN25450,AGT106,2026-03-01,101825.15,60,3,No Answer,Unpaid,0.0
LN25451,AGT118,2026-03-01,41524.0,15,1,No Answer,Unpaid,0.0
LN25452,AGT101,2026-03-01,2001.66,15,1,Responsive,Partial,1000.83
LN25453,AGT124,2026-03-01,13142.85,0,0,Promise To Pay,Paid,13142.85
LN25454,AGT161,2026-03-01,42806.2,60,3,No Answer,Unpaid,0.0
LN25455,AGT150,2026-03-01,1319.02,15,1,No Answer,Unpaid,0.0
LN25456,AGT126,2026-03-01,13649.19,0,0,Promise To Pay,Paid,13649.19
LN25457,AGT160,2026-03-01,32222.75,30,2,No Answer,Unpaid,0.0
LN25458,AGT127,2026-03-01,11433.07,30,2,Responsive,Partial,5716.53
LN25459,AGT160,2026-03-01,8280.45,15,1,Responsive,Paid,8280.45
LN25460,AGT102,2026-03-01,47163.2,15,1,Responsive,Paid,47163.2
LN25461,AGT133,2026-03-01,27875.06,15,1,Promise To Pay,Partial,8362.52
LN25462,AGT152,2026-03-01,63131.68,90,4,Promise To Pay,Partial,18939.5
LN25463,AGT170,2026-03-01,14493.82,60,3,Promise To Pay,Partial,4348.15
LN25464,AGT132,2026-03-01,3889.64,0,0,Promise To Pay,Paid,3889.64
LN25465,AGT174,2026-03-01,18153.39,90,4,Promise To Pay,Partial,5446.02
LN25466,AGT163,2026-03-01,32034.91,15,1,Promise To Pay,Partial,9610.47
LN25467,AGT162,2026-03-01,7818.41,15,1,Responsive,Paid,7818.41
LN25468,AGT157,2026-03-01,21617.88,30,2,Promise To Pay,Partial,6485.36
LN25469,AGT167,2026-03-01,2403.34,0,0,Responsive,Paid,2403.34
LN25470,AGT115,2026-03-01,3923.53,30,2,Promise To Pay,Partial,1177.06
LN25471,AGT142,2026-03-01,5563.62,60,3,Responsive,Partial,2781.81
LN25472,AGT152,2026-03-01,23574.38,60,3,Responsive,Paid,23574.38
LN25473,AGT148,2026-03-01,5159.91,0,0,No Answer,Paid,5159.91
LN25474,AGT133,2026-03-01,4225.44,0,0,Promise To Pay,Paid,4225.44
LN25475,AGT163,2026-03-01,8442.8,0,0,No Answer,Paid,8442.8
LN25476,AGT109,2026-03-01,9225.57,60,3,Promise To Pay,Partial,2767.67
LN25477,AGT139,2026-03-01,9329.31,0,0,Responsive,Paid,9329.31
LN25478,AGT171,2026-03-01,11576.0,0,0,Responsive,Paid,11576.0
LN25479,AGT125,2026-03-01,17734.44,15,1,No Answer,Unpaid,0.0
LN25480,AGT121,2026-03-01,51867.79,90,4,Promise To Pay,Partial,15560.34
LN25481,AGT150,2026-03-01,78284.06,90,4,Responsive,Partial,39142.03
LN25482,AGT153,2026-03-01,7426.55,15,1,Promise To Pay,Partial,2227.97
LN25483,AGT112,2026-03-01,15035.75,30,2,Responsive,Partial,7517.88
LN25484,AGT124,2026-03-01,113894.68,90,4,Responsive,Paid,113894.68
LN25485,AGT117,2026-03-01,7747.96,0,0,No Answer,Paid,7747.96
LN25486,AGT161,2026-03-01,35255.0,90,4,No Answer,Unpaid,0.0
LN25487,AGT121,2026-03-01,16002.11,60,3,No Answer,Unpaid,0.0
LN25488,AGT141,2026-03-01,7428.75,15,1,Promise To Pay,Partial,2228.62
LN25489,AGT127,2026-03-01,19209.5,90,4,Responsive,Partial,9604.75
LN25490,AGT102,2026-03-01,13384.6,60,3,Promise To Pay,Partial,4015.38
LN25491,AGT139,2026-03-01,3857.83,0,0,No Answer,Paid,3857.83
LN25492,AGT106,2026-03-01,2144.45,0,0,Responsive,Paid,2144.45
LN25493,AGT121,2026-03-01,9777.13,15,1,Promise To Pay,Partial,2933.14
LN25494,AGT138,2026-03-01,11414.7,0,0,No Answer,Paid,11414.7
LN25495,AGT143,2026-03-01,3892.74,0,0,No Answer,Paid,3892.74
LN25496,AGT172,2026-03-01,19417.03,30,2,No Answer,Unpaid,0.0
LN25497,AGT108,2026-03-01,10933.07,0,0,Promise To Pay,Paid,10933.07
LN25498,AGT139,2026-03-01,39829.2,90,4,No Answer,Unpaid,0.0
LN25499,AGT150,2026-03-01,6296.22,0,0,Responsive,Paid,6296.22
LN25500,AGT168,2026-03-01,8315.05,15,1,Promise To Pay,Partial,2494.51
LN25501,AGT142,2026-03-01,45697.63,30,2,Responsive,Partial,22848.81
LN25502,AGT123,2026-03-01,18725.62,0,0,No Answer,Paid,18725.62
LN25503,AGT112,2026-03-01,4964.9,0,0,Responsive,Paid,4964.9
LN25504,AGT174,2026-03-01,12288.6,0,0,Promise To Pay,Paid,12288.6
LN25505,AGT129,2026-03-01,43615.76,60,3,No Answer,Unpaid,0.0
LN25506,AGT109,2026-03-01,7863.65,0,0,Promise To Pay,Paid,7863.65
LN25507,AGT102,2026-03-01,3727.6,0,0,No Answer,Paid,3727.6
LN25508,AGT125,2026-03-01,17473.67,0,0,No Answer,Paid,17473.67
LN25509,AGT121,2026-03-01,10722.23,0,0,No Answer,Paid,10722.23
LN25510,AGT135,2026-03-01,10319.75,0,0,Promise To Pay,Paid,10319.75
LN25511,AGT121,2026-03-01,16594.61,30,2,Promise To Pay,Partial,4978.38
LN25512,AGT165,2026-03-01,29561.04,90,4,Promise To Pay,Partial,8868.31
LN25513,AGT139,2026-03-01,5317.08,0,0,No Answer,Paid,5317.08
LN25514,AGT123,2026-03-01,20610.62,0,0,Responsive,Paid,20610.62
LN25515,AGT156,2026-03-01,17012.65,0,0,Promise To Pay,Paid,17012.65
LN25516,AGT157,2026-03-01,5805.81,0,0,Responsive,Paid,5805.81
LN25517,AGT138,2026-03-01,9299.41,0,0,No Answer,Paid,9299.41
LN25518,AGT161,2026-03-01,10975.93,15,1,No Answer,Unpaid,0.0
LN25519,AGT109,2026-03-01,5139.76,0,0,Promise To Pay,Paid,5139.76
LN25520,AGT119,2026-03-01,5520.26,30,2,Responsive,Paid,5520.26
LN25521,AGT152,2026-03-01,17827.3,0,0,Responsive,Paid,17827.3
LN25522,AGT116,2026-03-01,37979.73,15,1,Responsive,Paid,37979.73
LN25523,AGT167,2026-03-01,41408.46,15,1,No Answer,Unpaid,0.0
LN25524,AGT146,2026-03-01,7466.75,15,1,No Answer,Unpaid,0.0
LN25525,AGT161,2026-03-01,2599.4,15,1,No Answer,Unpaid,0.0
LN25526,AGT131,2026-03-01,8386.0,30,2,Responsive,Paid,8386.0
LN25527,AGT151,2026-03-01,6227.5,0,0,Responsive,Paid,6227.5
LN25528,AGT153,2026-03-01,13467.3,60,3,Responsive,Partial,6733.65
LN25529,AGT166,2026-03-01,12172.55,60,3,Promise To Pay,Partial,3651.76
LN25530,AGT131,2026-03-01,9281.46,15,1,Responsive,Paid,9281.46
LN25531,AGT148,2026-03-01,1849.27,15,1,Responsive,Paid,1849.27
LN25532,AGT162,2026-03-01,12355.21,30,2,Responsive,Partial,6177.6
LN25533,AGT149,2026-03-01,4980.42,0,0,Promise To Pay,Paid,4980.42
LN25534,AGT126,2026-03-01,6512.83,0,0,Promise To Pay,Paid,6512.83
LN25535,AGT143,2026-03-01,40857.79,90,4,Promise To Pay,Partial,12257.34
LN25536,AGT174,2026-03-01,8039.82,0,0,No Answer,Paid,8039.82
LN25537,AGT171,2026-03-01,14952.95,15,1,Promise To Pay,Partial,4485.89
LN25538,AGT109,2026-03-01,8030.12,15,1,Responsive,Partial,4015.06
LN25539,AGT102,2026-03-01,6273.13,0,0,No Answer,Paid,6273.13
LN25540,AGT131,2026-03-01,28732.16,0,0,Promise To Pay,Paid,28732.16
LN25541,AGT102,2026-03-01,11378.52,0,0,No Answer,Paid,11378.52
LN25542,AGT152,2026-03-01,6832.83,0,0,No Answer,Paid,6832.83
LN25543,AGT109,2026-03-01,5346.11,0,0,Responsive,Paid,5346.11
LN25544,AGT147,2026-03-01,5777.78,0,0,Responsive,Paid,5777.78
LN25545,AGT106,2026-03-01,7048.12,30,2,Promise To Pay,Partial,2114.44
LN25546,AGT141,2026-03-01,5349.19,15,1,Responsive,Paid,5349.19
LN25547,AGT112,2026-03-01,110401.96,60,3,Promise To Pay,Partial,33120.59
LN25548,AGT112,2026-03-01,39354.07,30,2,Responsive,Paid,39354.07
LN25549,AGT172,2026-03-01,9454.42,60,3,Responsive,Paid,9454.42
LN25550,AGT155,2026-03-01,2496.31,0,0,Promise To Pay,Paid,2496.31
LN25551,AGT125,2026-03-01,8473.82,15,1,No Answer,Unpaid,0.0
LN25552,AGT165,2026-03-01,12765.33,15,1,Responsive,Paid,12765.33
LN25553,AGT111,2026-03-01,2544.0,15,1,Promise To Pay,Partial,763.2
LN25554,AGT103,2026-03-01,3688.2,0,0,Promise To Pay,Paid,3688.2
LN25555,AGT128,2026-03-01,6416.74,0,0,Responsive,Paid,6416.74
LN25556,AGT160,2026-03-01,25077.11,30,2,No Answer,Unpaid,0.0
LN25557,AGT174,2026-03-01,10548.5,0,0,No Answer,Paid,10548.5
LN25558,AGT167,2026-03-01,10579.38,90,4,No Answer,Unpaid,0.0
LN25559,AGT142,2026-03-01,1453.0,15,1,Responsive,Paid,1453.0
LN25560,AGT154,2026-03-01,11105.45,0,0,Responsive,Paid,11105.45
LN25561,AGT135,2026-03-01,4120.76,15,1,Promise To Pay,Partial,1236.23
LN25562,AGT142,2026-03-01,17335.92,60,3,Promise To Pay,Partial,5200.78
LN25563,AGT123,2026-03-01,26635.59,30,2,No Answer,Unpaid,0.0
LN25564,AGT105,2026-03-01,16317.93,0,0,Responsive,Paid,16317.93
LN25565,AGT125,2026-03-01,20453.91,30,2,Promise To Pay,Partial,6136.17
LN25566,AGT110,2026-03-01,13550.5,0,0,Promise To Pay,Paid,13550.5
LN25567,AGT149,2026-03-01,7818.0,30,2,Promise To Pay,Partial,2345.4
LN25568,AGT109,2026-03-01,27956.41,0,0,Promise To Pay,Paid,27956.41
LN25569,AGT166,2026-03-01,11013.9,0,0,Promise To Pay,Paid,11013.9
LN25570,AGT102,2026-03-01,9141.67,30,2,No Answer,Unpaid,0.0
LN25571,AGT122,2026-03-01,6245.27,15,1,Responsive,Paid,6245.27
LN25572,AGT159,2026-03-01,6628.53,0,0,Promise To Pay,Paid,6628.53
LN25573,AGT130,2026-03-01,83426.51,60,3,No Answer,Unpaid,0.0
LN25574,AGT156,2026-03-01,18319.28,0,0,Responsive,Paid,18319.28
LN25575,AGT141,2026-03-01,15195.56,0,0,Responsive,Paid,15195.56
LN25576,AGT167,2026-03-01,33247.58,90,4,No Answer,Unpaid,0.0
LN25577,AGT130,2026-03-01,7893.33,15,1,No Answer,Unpaid,0.0
LN25578,AGT164,2026-03-01,83771.49,60,3,No Answer,Unpaid,0.0
LN25579,AGT109,2026-03-01,8752.39,0,0,Responsive,Paid,8752.39
LN25580,AGT141,2026-03-01,25028.99,0,0,Promise To Pay,Paid,25028.99
LN25581,AGT113,2026-03-01,8389.89,30,2,Responsive,Partial,4194.94
LN25582,AGT162,2026-03-01,43485.05,0,0,Promise To Pay,Paid,43485.05
LN25583,AGT125,2026-03-01,13772.18,15,1,Responsive,Partial,6886.09
LN25584,AGT119,2026-03-01,12683.55,60,3,No Answer,Unpaid,0.0
LN25585,AGT131,2026-03-01,8978.79,0,0,Promise To Pay,Paid,8978.79
LN25586,AGT143,2026-03-01,9692.18,0,0,Responsive,Paid,9692.18
LN25587,AGT147,2026-03-01,33814.37,60,3,No Answer,Unpaid,0.0
LN25588,AGT172,2026-03-01,45701.51,30,2,Responsive,Paid,45701.51
LN25589,AGT121,2026-03-01,11601.57,30,2,No Answer,Unpaid,0.0
LN25590,AGT118,2026-03-01,5593.29,30,2,Promise To Pay,Partial,1677.99
LN25591,AGT120,2026-03-01,5076.0,15,1,No Answer,Unpaid,0.0
LN25592,AGT154,2026-03-01,9639.16,15,1,No Answer,Unpaid,0.0
LN25593,AGT159,2026-03-01,28131.85,60,3,No Answer,Unpaid,0.0
LN25594,AGT136,2026-03-01,5777.62,15,1,No Answer,Unpaid,0.0
LN25595,AGT143,2026-03-01,8330.34,0,0,Promise To Pay,Paid,8330.34
LN25596,AGT165,2026-03-01,11685.98,0,0,No Answer,Paid,11685.98
LN25597,AGT122,2026-03-01,26519.79,30,2,Responsive,Paid,26519.79
LN25598,AGT164,2026-03-01,5676.01,30,2,Promise To Pay,Partial,1702.8
LN25599,AGT141,2026-03-01,13914.63,0,0,Promise To Pay,Paid,13914.63
LN25600,AGT139,2026-03-01,16558.87,30,2,No Answer,Unpaid,0.0
LN25601,AGT120,2026-03-01,6437.13,60,3,No Answer,Unpaid,0.0
LN25602,AGT131,2026-03-01,3827.29,15,1,Promise To Pay,Partial,1148.19
LN25603,AGT117,2026-03-01,12329.64,0,0,Promise To Pay,Paid,12329.64
LN25604,AGT112,2026-03-01,31532.05,60,3,Promise To Pay,Partial,9459.61
LN25605,AGT114,2026-03-01,3744.63,15,1,Responsive,Partial,1872.32
LN25606,AGT174,2026-03-01,21960.67,30,2,Responsive,Paid,21960.67
LN25607,AGT132,2026-03-01,4585.42,15,1,No Answer,Unpaid,0.0
LN25608,AGT173,2026-03-01,7153.65,0,0,Responsive,Paid,7153.65
LN25609,AGT140,2026-03-01,1812.44,0,0,Responsive,Paid,1812.44
LN25610,AGT135,2026-03-01,6416.68,15,1,Responsive,Paid,6416.68
LN25611,AGT138,2026-03-01,2439.07,15,1,Promise To Pay,Partial,731.72
LN25612,AGT100,2026-03-01,6507.29,15,1,Promise To Pay,Partial,1952.19
LN25613,AGT154,2026-03-01,54452.8,60,3,Responsive,Paid,54452.8
LN25614,AGT147,2026-03-01,9049.57,15,1,Responsive,Partial,4524.78
LN25615,AGT169,2026-03-01,28750.33,0,0,Responsive,Paid,28750.33
LN25616,AGT104,2026-03-01,30719.26,60,3,Promise To Pay,Partial,9215.78
LN25617,AGT114,2026-03-01,2271.39,0,0,Responsive,Paid,2271.39
