Loan_ID,Customer_ID,Loan_Type,Loan_Amount,EMI_Amount,Start_Date,Tenure_Months,City,Region,Income_Band,Credit_Score,Customer_Segment,Agent_ID,Report_Month,Outstanding_Amount,Days_Past_Due,Missed_EMIs,Contact_Response,Recovery_Status,Amount_Recovered,Priority_Score,Risk_Level
LN24238,CUST14238,Personal Loan,325506,9041.83,2023-04-22,36,Mumbai,West,Medium,736,Mass,AGT147,3/1/2026,8210.05,0,0,Promise To Pay,Paid,8210.05,,Low Risk
LN24239,CUST14239,Consumer Durable,65597,3644.28,2024-01-22,18,Hyderabad,South,Low,604,Premium,AGT164,3/1/2026,3018.36,0,0,Responsive,Paid,3018.36,8.01836,Medium Risk
LN24240,CUST14240,Personal Loan,77484,2152.33,2024-09-28,36,Mumbai,West,Medium,684,Affluent,AGT102,3/1/2026,3062.77,0,0,Promise To Pay,Paid,3062.77,,Low Risk
LN24241,CUST14241,Consumer Durable,181082,30180.33,2023-05-27,6,Delhi NCR,North,Medium,721,Affluent,AGT101,3/1/2026,73424.64,30,2,Promise To Pay,Partial,22027.39,,Low Risk
LN24242,CUST14242,Consumer Durable,20909,3484.83,2023-09-30,6,Bangalore,South,Low,713,Mass,AGT118,3/1/2026,9075.16,60,3,Promise To Pay,Partial,2722.55,,Low Risk
LN24243,CUST14243,Personal Loan,101144,2809.56,2023-05-05,36,Bangalore,South,Low,711,Affluent,AGT135,3/1/2026,3708.37,15,1,No Answer,Unpaid,0.0,73.70837,Medium Risk
LN24244,CUST14244,Credit Card,144976,12081.33,2024-09-25,12,Kolkata,East,Low,626,Mass,AGT138,3/1/2026,21630.99,30,2,No Answer,Unpaid,0.0,131.63099,Low Risk
LN24245,CUST14245,Personal Loan,361469,10040.81,2024-02-28,36,Mumbai,West,Medium,707,Mass,AGT123,3/1/2026,18118.25,30,2,Promise To Pay,Partial,5435.47,,Low Risk
LN24246,CUST14246,Credit Card,108706,9058.83,2023-11-23,12,Delhi NCR,North,High,802,Affluent,AGT137,3/1/2026,9683.29,0,0,Responsive,Paid,9683.29,14.683290000000001,Medium Risk
LN24247,CUST14247,Personal Loan,265015,11042.29,2024-05-19,24,Hyderabad,South,Low,664,Mass,AGT112,3/1/2026,9674.04,0,0,No Answer,Paid,9674.04,39.674040000000005,Medium Risk
LN24248,CUST14248,Consumer Durable,157270,8737.22,2023-12-22,18,Delhi NCR,North,Low,719,Affluent,AGT116,3/1/2026,8716.71,0,0,Responsive,Paid,8716.71,13.716709999999999,Medium Risk
LN24249,CUST14249,Consumer Durable,56714,4726.17,2023-05-17,12,Mumbai,West,Low,599,Mass,AGT151,3/1/2026,3910.21,0,0,No Answer,Paid,3910.21,33.91021,Medium Risk
LN24250,CUST14250,Credit Card,111585,9298.75,2024-09-05,12,Hyderabad,South,Low,694,Mass,AGT126,3/1/2026,13947.61,0,0,Promise To Pay,Paid,13947.61,,Low Risk
LN24251,CUST14251,Credit Card,51201,4266.75,2023-03-21,12,Hyderabad,South,Low,609,Mass,AGT142,3/1/2026,18315.36,60,3,No Answer,Unpaid,0.0,198.31536,Low Risk
LN24252,CUST14252,Personal Loan,256277,7118.81,2023-10-12,36,Mumbai,West,Medium,749,Mass,AGT104,3/1/2026,7212.58,15,1,Responsive,Paid,7212.58,52.21258,Medium Risk
LN24253,CUST14253,Personal Loan,278778,11615.75,2023-10-17,24,Delhi NCR,North,Medium,730,Mass,AGT140,3/1/2026,10720.78,0,0,No Answer,Paid,10720.78,40.720780000000005,Medium Risk
LN24254,CUST14254,Credit Card,62844,5237.0,2023-10-09,12,Hyderabad,South,High,720,Premium,AGT171,3/1/2026,18833.61,90,4,Responsive,Partial,9416.81,243.83361,Low Risk
LN24255,CUST14255,Credit Card,17386,1448.83,2023-09-26,12,Hyderabad,South,Medium,779,Mass,AGT140,3/1/2026,1450.33,0,0,Responsive,Paid,1450.33,6.45033,Medium Risk
LN24256,CUST14256,Personal Loan,81048,3377.0,2023-06-30,24,Hyderabad,South,Medium,742,Mass,AGT169,3/1/2026,3165.18,15,1,No Answer,Unpaid,0.0,73.16517999999999,Medium Risk
LN24257,CUST14257,Consumer Durable,66486,5540.5,2023-05-23,12,Hyderabad,South,Medium,671,Affluent,AGT122,3/1/2026,7838.96,15,1,Promise To Pay,Partial,2351.69,,Low Risk
LN24258,CUST14258,Consumer Durable,74167,12361.17,2024-01-13,6,Pune,West,High,753,Mass,AGT157,3/1/2026,20853.29,30,2,Promise To Pay,Partial,6255.99,,Low Risk
LN24259,CUST14259,Credit Card,34271,2855.92,2024-08-01,12,Mumbai,West,Medium,730,Premium,AGT124,3/1/2026,7267.14,30,2,Promise To Pay,Partial,2180.14,,Low Risk
LN24260,CUST14260,Credit Card,122937,10244.75,2024-07-20,12,Kolkata,East,Medium,710,Mass,AGT146,3/1/2026,14661.89,15,1,Responsive,Paid,14661.89,59.66189,Medium Risk
LN24261,CUST14261,Credit Card,71283,5940.25,2024-11-12,12,Mumbai,West,Medium,700,Mass,AGT115,3/1/2026,23397.9,90,4,No Answer,Unpaid,0.0,273.3979,High Risk
LN24262,CUST14262,Credit Card,21420,1785.0,2023-08-31,12,Pune,West,Low,617,Mass,AGT119,3/1/2026,2137.96,0,0,No Answer,Paid,2137.96,32.13796,Medium Risk
LN24263,CUST14263,Credit Card,143861,11988.42,2023-03-26,12,Kolkata,East,High,848,Premium,AGT162,3/1/2026,43917.06,60,3,Responsive,Partial,21958.53,198.91706,Low Risk
LN24264,CUST14264,Credit Card,104252,8687.67,2023-07-21,12,Pune,West,Medium,674,Premium,AGT173,3/1/2026,37872.36,60,3,No Answer,Unpaid,0.0,217.87236000000001,Low Risk
LN24265,CUST14265,Credit Card,89827,7485.58,2024-10-27,12,Kolkata,East,Medium,771,Mass,AGT134,3/1/2026,7884.73,0,0,Responsive,Paid,7884.73,12.88473,Medium Risk
LN24266,CUST14266,Credit Card,143757,11979.75,2024-04-01,12,Bangalore,South,Medium,705,Mass,AGT103,3/1/2026,21787.97,30,2,No Answer,Unpaid,0.0,131.78797,Low Risk
LN24267,CUST14267,Credit Card,31539,2628.25,2023-02-28,12,Bangalore,South,High,817,Affluent,AGT142,3/1/2026,7830.89,30,2,Responsive,Paid,7830.89,92.83089,Medium Risk
LN24268,CUST14268,Credit Card,87154,7262.83,2024-09-25,12,Bangalore,South,Medium,657,Mass,AGT149,3/1/2026,24403.72,60,3,Responsive,Partial,12201.86,179.40372,Low Risk
LN24269,CUST14269,Credit Card,97788,8149.0,2024-08-01,12,Hyderabad,South,High,759,Affluent,AGT146,3/1/2026,35088.07,60,3,Promise To Pay,Partial,10526.42,,Low Risk
LN24270,CUST14270,Consumer Durable,51219,8536.5,2023-12-25,6,Bangalore,South,Medium,711,Mass,AGT117,3/1/2026,18400.34,30,2,Responsive,Partial,9200.17,103.40034,Medium Risk
LN24271,CUST14271,Consumer Durable,112857,9404.75,2023-07-20,12,Mumbai,West,Low,639,Affluent,AGT166,3/1/2026,8561.14,0,0,Responsive,Paid,8561.14,13.56114,Medium Risk
LN24272,CUST14272,Personal Loan,345437,28786.42,2024-07-10,12,Kolkata,East,Low,691,Affluent,AGT171,3/1/2026,48145.51,30,2,No Answer,Unpaid,0.0,158.14551,Low Risk
LN24273,CUST14273,Consumer Durable,164430,9135.0,2024-10-29,18,Hyderabad,South,Low,612,Affluent,AGT127,3/1/2026,22033.7,30,2,No Answer,Unpaid,0.0,132.0337,Low Risk
LN24274,CUST14274,Credit Card,110751,9229.25,2024-09-08,12,Bangalore,South,Medium,660,Affluent,AGT138,3/1/2026,31730.4,90,4,Promise To Pay,Partial,9519.12,,Low Risk
LN24275,CUST14275,Consumer Durable,23150,3858.33,2023-06-15,6,Kolkata,East,Medium,724,Affluent,AGT101,3/1/2026,9108.96,30,2,No Answer,Unpaid,0.0,119.10896,Medium Risk
LN24276,CUST14276,Credit Card,28667,2388.92,2024-03-23,12,Kolkata,East,High,741,Mass,AGT132,3/1/2026,9776.42,90,4,Responsive,Partial,4888.21,234.77642,Low Risk
LN24277,CUST14277,Personal Loan,220423,6122.86,2024-10-14,36,Kolkata,East,High,832,Premium,AGT173,3/1/2026,25252.36,90,4,Promise To Pay,Partial,7575.71,,Low Risk
LN24278,CUST14278,Credit Card,107104,8925.33,2024-04-19,12,Pune,West,High,833,Premium,AGT145,3/1/2026,25384.48,30,2,Promise To Pay,Partial,7615.34,,Low Risk
LN24279,CUST14279,Credit Card,114353,9529.42,2023-11-24,12,Kolkata,East,Medium,777,Mass,AGT173,3/1/2026,30904.42,90,4,Responsive,Partial,15452.21,255.90442,High Risk
LN24280,CUST14280,Credit Card,149887,12490.58,2024-07-04,12,Kolkata,East,High,768,Affluent,AGT172,3/1/2026,17191.42,0,0,Responsive,Paid,17191.42,22.191419999999997,Medium Risk
LN24281,CUST14281,Credit Card,128896,10741.33,2024-08-17,12,Delhi NCR,North,High,742,Mass,AGT118,3/1/2026,11282.22,0,0,No Answer,Paid,11282.22,41.282219999999995,Medium Risk
LN24282,CUST14282,Credit Card,143357,11946.42,2024-04-20,12,Hyderabad,South,Medium,775,Mass,AGT135,3/1/2026,31616.31,30,2,Promise To Pay,Partial,9484.89,,Low Risk
LN24283,CUST14283,Consumer Durable,108600,6033.33,2023-07-17,18,Hyderabad,South,Medium,707,Mass,AGT135,3/1/2026,8543.72,0,0,Promise To Pay,Paid,8543.72,,Low Risk
LN24284,CUST14284,Credit Card,56616,4718.0,2023-02-15,12,Bangalore,South,Low,675,Mass,AGT108,3/1/2026,6996.86,0,0,Responsive,Paid,6996.86,11.99686,Medium Risk
LN24285,CUST14285,Consumer Durable,134915,7495.28,2023-05-27,18,Delhi NCR,North,Medium,731,Mass,AGT108,3/1/2026,9194.86,0,0,Responsive,Paid,9194.86,14.19486,Medium Risk
LN24286,CUST14286,Credit Card,25161,2096.75,2023-11-07,12,Hyderabad,South,Medium,771,Mass,AGT141,3/1/2026,2801.07,0,0,Promise To Pay,Paid,2801.07,,Low Risk
LN24287,CUST14287,Consumer Durable,64610,5384.17,2024-08-10,12,Pune,West,Medium,651,Mass,AGT101,3/1/2026,7411.99,15,1,No Answer,Unpaid,0.0,77.41199,Medium Risk
LN24288,CUST14288,Personal Loan,217534,18127.83,2023-06-26,12,Mumbai,West,Medium,653,Mass,AGT106,3/1/2026,21131.33,15,1,No Answer,Unpaid,0.0,91.13133,Medium Risk
LN24289,CUST14289,Personal Loan,332359,27696.58,2024-08-14,12,Mumbai,West,Low,713,Mass,AGT131,3/1/2026,26538.59,15,1,Promise To Pay,Partial,7961.58,,Low Risk
LN24290,CUST14290,Credit Card,78336,6528.0,2023-04-06,12,Delhi NCR,North,Medium,654,Mass,AGT108,3/1/2026,28701.54,90,4,Promise To Pay,Partial,8610.46,,Low Risk
LN24291,CUST14291,Consumer Durable,124754,20792.33,2024-02-13,6,Bangalore,South,High,783,Mass,AGT172,3/1/2026,29282.83,0,0,Promise To Pay,Paid,29282.83,,Low Risk
LN24292,CUST14292,Credit Card,63372,5281.0,2024-03-24,12,Pune,West,Medium,669,Mass,AGT117,3/1/2026,7309.14,15,1,Responsive,Partial,3654.57,52.30914,Medium Risk
LN24293,CUST14293,Credit Card,62164,5180.33,2023-12-25,12,Kolkata,East,Low,587,Affluent,AGT166,3/1/2026,14183.25,30,2,Responsive,Partial,7091.62,99.18325,Medium Risk
LN24294,CUST14294,Credit Card,75269,6272.42,2023-01-18,12,Bangalore,South,Low,657,Affluent,AGT144,3/1/2026,7530.43,0,0,Promise To Pay,Paid,7530.43,,Low Risk
LN24295,CUST14295,Credit Card,14955,1246.25,2024-09-23,12,Bangalore,South,Low,629,Mass,AGT134,3/1/2026,1030.54,15,1,Promise To Pay,Partial,309.16,,Low Risk
LN24296,CUST14296,Personal Loan,482941,40245.08,2023-11-08,12,Hyderabad,South,Medium,745,Affluent,AGT148,3/1/2026,50806.47,15,1,Responsive,Partial,25403.24,95.80647,Medium Risk
LN24297,CUST14297,Consumer Durable,45503,7583.83,2023-09-30,6,Pune,West,Medium,700,Affluent,AGT108,3/1/2026,7641.8,0,0,Responsive,Paid,7641.8,12.6418,Medium Risk
LN24298,CUST14298,Personal Loan,130947,10912.25,2023-10-05,12,Delhi NCR,North,High,833,Premium,AGT131,3/1/2026,13110.3,15,1,No Answer,Unpaid,0.0,83.1103,Medium Risk
LN24299,CUST14299,Consumer Durable,186607,10367.06,2024-08-27,18,Bangalore,South,Medium,676,Mass,AGT167,3/1/2026,14931.57,0,0,Responsive,Paid,14931.57,19.93157,Medium Risk
LN24300,CUST14300,Credit Card,132787,11065.58,2024-06-19,12,Bangalore,South,Medium,680,Affluent,AGT171,3/1/2026,9345.37,15,1,No Answer,Unpaid,0.0,79.34537,Medium Risk
LN24301,CUST14301,Personal Loan,114299,2381.23,2024-08-29,48,Kolkata,East,Low,553,Affluent,AGT155,3/1/2026,13197.25,90,4,No Answer,Unpaid,0.0,263.19725,High Risk
LN24302,CUST14302,Credit Card,45539,3794.92,2023-06-22,12,Kolkata,East,Medium,683,Mass,AGT131,3/1/2026,4295.47,0,0,Promise To Pay,Paid,4295.47,,Low Risk
LN24303,CUST14303,Personal Loan,52674,1097.38,2023-12-12,48,Pune,West,Low,695,Mass,AGT159,3/1/2026,3561.18,90,4,No Answer,Unpaid,0.0,253.56118,High Risk
LN24304,CUST14304,Personal Loan,467145,9732.19,2023-12-15,48,Hyderabad,South,Medium,746,Affluent,AGT100,3/1/2026,22275.57,30,2,Responsive,Partial,11137.78,107.27557,Medium Risk
LN24305,CUST14305,Consumer Durable,50374,2798.56,2023-05-17,18,Kolkata,East,High,823,Mass,AGT166,3/1/2026,3587.9,15,1,No Answer,Unpaid,0.0,73.58789999999999,Medium Risk
LN24306,CUST14306,Consumer Durable,151405,25234.17,2024-03-12,6,Hyderabad,South,Medium,748,Mass,AGT127,3/1/2026,37564.12,0,0,Responsive,Paid,37564.12,42.56412,Medium Risk
LN24307,CUST14307,Consumer Durable,89703,4983.5,2023-06-14,18,Pune,West,High,760,Affluent,AGT137,3/1/2026,5280.59,15,1,Promise To Pay,Partial,1584.18,,Low Risk
LN24308,CUST14308,Personal Loan,212956,8873.17,2023-09-13,24,Pune,West,Medium,765,Mass,AGT168,3/1/2026,10135.05,0,0,Responsive,Paid,10135.05,15.13505,Medium Risk
LN24309,CUST14309,Credit Card,49457,4121.42,2023-05-24,12,Pune,West,Low,712,Affluent,AGT129,3/1/2026,11813.56,30,2,Promise To Pay,Partial,3544.07,,Low Risk
LN24310,CUST14310,Personal Loan,194996,5416.56,2023-02-08,36,Hyderabad,South,Medium,766,Mass,AGT136,3/1/2026,12414.63,30,2,Responsive,Paid,12414.63,97.41463,Medium Risk
LN24311,CUST14311,Credit Card,145202,12100.17,2023-08-19,12,Bangalore,South,High,815,Affluent,AGT157,3/1/2026,43368.17,60,3,No Answer,Unpaid,0.0,223.36817,Low Risk
LN24312,CUST14312,Credit Card,42858,3571.5,2023-01-10,12,Kolkata,East,Medium,731,Affluent,AGT146,3/1/2026,13906.97,60,3,Promise To Pay,Partial,4172.09,,Low Risk
LN24313,CUST14313,Personal Loan,408933,8519.44,2024-07-12,48,Kolkata,East,High,831,Mass,AGT157,3/1/2026,23692.44,60,3,Responsive,Paid,23692.44,178.69244,Low Risk
LN24314,CUST14314,Credit Card,145605,12133.75,2024-05-09,12,Hyderabad,South,Low,710,Affluent,AGT105,3/1/2026,55460.96,90,4,Promise To Pay,Partial,16638.29,,Low Risk
LN24315,CUST14315,Personal Loan,498967,41580.58,2023-08-20,12,Kolkata,East,Low,631,Premium,AGT141,3/1/2026,52556.56,0,0,No Answer,Paid,52556.56,82.55655999999999,Medium Risk
LN24316,CUST14316,Personal Loan,481331,40110.92,2023-10-15,12,Mumbai,West,Medium,684,Mass,AGT102,3/1/2026,124918.61,60,3,Promise To Pay,Partial,37475.58,,Low Risk
LN24317,CUST14317,Personal Loan,402667,11185.19,2024-10-06,36,Delhi NCR,North,Medium,771,Mass,AGT102,3/1/2026,15525.25,0,0,Responsive,Paid,15525.25,20.52525,Medium Risk
LN24318,CUST14318,Credit Card,100027,8335.58,2023-03-20,12,Delhi NCR,North,High,781,Mass,AGT125,3/1/2026,28212.13,60,3,Promise To Pay,Partial,8463.64,,Low Risk
LN24319,CUST14319,Consumer Durable,162279,27046.5,2023-05-11,6,Bangalore,South,Medium,673,Mass,AGT160,3/1/2026,66014.56,30,2,No Answer,Unpaid,0.0,176.01456000000002,Low Risk
LN24320,CUST14320,Personal Loan,409307,8527.23,2024-05-26,48,Pune,West,Medium,778,Mass,AGT134,3/1/2026,10511.1,0,0,Promise To Pay,Paid,10511.1,,Low Risk
LN24321,CUST14321,Personal Loan,262508,10937.83,2024-11-12,24,Hyderabad,South,High,834,Mass,AGT172,3/1/2026,16265.71,0,0,Responsive,Paid,16265.71,21.26571,Medium Risk
LN24322,CUST14322,Personal Loan,460995,12805.42,2023-02-28,36,Delhi NCR,North,Medium,744,Mass,AGT172,3/1/2026,10555.34,0,0,No Answer,Paid,10555.34,40.55534,Medium Risk
LN24323,CUST14323,Personal Loan,139587,3877.42,2023-01-26,36,Bangalore,South,High,812,Mass,AGT107,3/1/2026,11618.68,30,2,Promise To Pay,Partial,3485.6,,Low Risk
LN24324,CUST14324,Credit Card,56927,4743.92,2024-05-14,12,Delhi NCR,North,Low,603,Mass,AGT152,3/1/2026,5794.57,0,0,Responsive,Paid,5794.57,10.79457,Medium Risk
LN24325,CUST14325,Personal Loan,326044,27170.33,2024-08-26,12,Delhi NCR,North,Low,713,Mass,AGT170,3/1/2026,40075.08,15,1,Responsive,Partial,20037.54,85.07508,Medium Risk
LN24326,CUST14326,Consumer Durable,82150,6845.83,2024-10-27,12,Bangalore,South,Medium,692,Mass,AGT122,3/1/2026,7303.16,0,0,Promise To Pay,Paid,7303.16,,Low Risk
LN24327,CUST14327,Consumer Durable,194534,10807.44,2024-08-24,18,Pune,West,Medium,692,Affluent,AGT129,3/1/2026,13021.09,15,1,Responsive,Partial,6510.55,58.02109,Medium Risk
LN24328,CUST14328,Credit Card,63188,5265.67,2024-09-22,12,Pune,West,Medium,738,Premium,AGT141,3/1/2026,6907.05,15,1,Responsive,Partial,3453.53,51.90705,Medium Risk
LN24329,CUST14329,Consumer Durable,53396,2966.44,2023-02-14,18,Bangalore,South,Medium,777,Affluent,AGT147,3/1/2026,3942.6,0,0,No Answer,Paid,3942.6,33.9426,Medium Risk
LN24330,CUST14330,Personal Loan,222319,4631.65,2023-05-18,48,Hyderabad,South,Medium,705,Mass,AGT168,3/1/2026,11368.78,30,2,Promise To Pay,Partial,3410.63,,Low Risk
LN24331,CUST14331,Credit Card,43237,3603.08,2023-08-22,12,Hyderabad,South,High,737,Mass,AGT113,3/1/2026,4185.06,15,1,Responsive,Partial,2092.53,49.18506,Medium Risk
LN24332,CUST14332,Consumer Durable,131153,10929.42,2023-06-10,12,Pune,West,Medium,652,Affluent,AGT130,3/1/2026,40330.95,60,3,Responsive,Paid,40330.95,195.33095,Low Risk
LN24333,CUST14333,Consumer Durable,192047,16003.92,2023-11-27,12,Hyderabad,South,Low,716,Affluent,AGT160,3/1/2026,22733.93,0,0,No Answer,Paid,22733.93,52.73393,Medium Risk
LN24334,CUST14334,Credit Card,147398,12283.17,2023-03-26,12,Mumbai,West,Low,628,Mass,AGT172,3/1/2026,10342.42,15,1,Promise To Pay,Partial,3102.73,,Low Risk
LN24335,CUST14335,Credit Card,85733,7144.42,2023-06-07,12,Bangalore,South,Medium,775,Mass,AGT166,3/1/2026,9869.9,0,0,Promise To Pay,Paid,9869.9,,Low Risk
LN24336,CUST14336,Credit Card,78282,6523.5,2023-04-29,12,Bangalore,South,High,793,Mass,AGT132,3/1/2026,6628.99,15,1,No Answer,Unpaid,0.0,76.62899,Medium Risk
LN24337,CUST14337,Credit Card,105908,8825.67,2024-06-01,12,Kolkata,East,Medium,678,Mass,AGT111,3/1/2026,36452.04,60,3,Responsive,Paid,36452.04,191.45204,Low Risk
LN24338,CUST14338,Credit Card,74641,6220.08,2023-11-10,12,Pune,West,Medium,725,Affluent,AGT143,3/1/2026,6205.65,0,0,Responsive,Paid,6205.65,11.205649999999999,Medium Risk
LN24339,CUST14339,Credit Card,138496,11541.33,2024-07-07,12,Kolkata,East,Medium,746,Mass,AGT162,3/1/2026,17125.58,0,0,Responsive,Paid,17125.58,22.125580000000003,Medium Risk
LN24340,CUST14340,Personal Loan,144648,3013.5,2024-11-18,48,Delhi NCR,North,Low,562,Mass,AGT152,3/1/2026,3425.71,0,0,Promise To Pay,Paid,3425.71,,Low Risk
LN24341,CUST14341,Personal Loan,185786,15482.17,2023-11-09,12,Kolkata,East,Low,586,Mass,AGT108,3/1/2026,13964.74,15,1,Promise To Pay,Partial,4189.42,,Low Risk
LN24342,CUST14342,Credit Card,60357,5029.75,2023-03-02,12,Pune,West,Medium,750,Affluent,AGT153,3/1/2026,4229.04,15,1,No Answer,Unpaid,0.0,74.22904,Medium Risk
LN24343,CUST14343,Personal Loan,210995,8791.46,2024-07-21,24,Hyderabad,South,Low,705,Mass,AGT157,3/1/2026,12183.46,0,0,Promise To Pay,Paid,12183.46,,Low Risk
LN24344,CUST14344,Credit Card,119504,9958.67,2023-08-16,12,Hyderabad,South,Low,564,Affluent,AGT131,3/1/2026,14849.51,15,1,Promise To Pay,Partial,4454.85,,Low Risk
LN24345,CUST14345,Credit Card,89706,7475.5,2024-04-15,12,Mumbai,West,High,745,Mass,AGT110,3/1/2026,6475.94,0,0,No Answer,Paid,6475.94,36.47594,Medium Risk
LN24346,CUST14346,Credit Card,90752,7562.67,2023-09-04,12,Bangalore,South,High,834,Mass,AGT139,3/1/2026,19834.78,30,2,No Answer,Unpaid,0.0,129.83478,Low Risk
LN24347,CUST14347,Consumer Durable,18354,1529.5,2024-05-18,12,Mumbai,West,Low,569,Affluent,AGT121,3/1/2026,1655.22,0,0,Promise To Pay,Paid,1655.22,,Low Risk
LN24348,CUST14348,Credit Card,83673,6972.75,2023-12-20,12,Kolkata,East,Medium,651,Mass,AGT153,3/1/2026,9465.69,15,1,Promise To Pay,Partial,2839.71,,Low Risk
LN24349,CUST14349,Consumer Durable,181730,10096.11,2023-07-02,18,Bangalore,South,Medium,690,Affluent,AGT173,3/1/2026,12101.78,15,1,Responsive,Paid,12101.78,57.101780000000005,Medium Risk
LN24350,CUST14350,Personal Loan,408260,17010.83,2023-08-21,24,Pune,West,High,740,Mass,AGT167,3/1/2026,48085.36,30,2,No Answer,Unpaid,0.0,158.08536,Low Risk
LN24351,CUST14351,Credit Card,75970,6330.83,2024-10-31,12,Kolkata,East,High,725,Mass,AGT137,3/1/2026,11249.88,30,2,Responsive,Paid,11249.88,96.24988,Medium Risk
LN24352,CUST14352,Personal Loan,359968,29997.33,2024-09-13,12,Delhi NCR,North,Low,692,Mass,AGT116,3/1/2026,121438.35,90,4,Promise To Pay,Partial,36431.5,,Low Risk
LN24353,CUST14353,Personal Loan,289563,24130.25,2023-09-11,12,Kolkata,East,Medium,658,Mass,AGT112,3/1/2026,22980.37,0,0,No Answer,Paid,22980.37,52.98037,Medium Risk
LN24354,CUST14354,Personal Loan,230866,19238.83,2023-03-27,12,Delhi NCR,North,High,743,Mass,AGT147,3/1/2026,27171.19,15,1,Promise To Pay,Partial,8151.36,,Low Risk
LN24355,CUST14355,Consumer Durable,25520,2126.67,2023-03-16,12,Hyderabad,South,Low,673,Mass,AGT137,3/1/2026,5476.31,30,2,Promise To Pay,Partial,1642.89,,Low Risk
LN24356,CUST14356,Personal Loan,142516,3958.78,2023-04-07,36,Pune,West,Low,654,Mass,AGT160,3/1/2026,5160.73,15,1,Responsive,Partial,2580.36,50.16073,Medium Risk
LN24357,CUST14357,Credit Card,130312,10859.33,2024-06-17,12,Bangalore,South,Low,596,Mass,AGT100,3/1/2026,15590.18,0,0,Responsive,Paid,15590.18,20.59018,Medium Risk
LN24358,CUST14358,Consumer Durable,40373,3364.42,2024-06-04,12,Delhi NCR,North,High,807,Premium,AGT170,3/1/2026,3090.58,0,0,Promise To Pay,Paid,3090.58,,Low Risk
LN24359,CUST14359,Credit Card,83821,6985.08,2024-04-22,12,Bangalore,South,Medium,727,Mass,AGT105,3/1/2026,14914.31,30,2,Responsive,Partial,7457.15,99.91431,Medium Risk
LN24360,CUST14360,Personal Loan,74225,6185.42,2024-04-14,12,Pune,West,Medium,755,Mass,AGT150,3/1/2026,8529.71,15,1,No Answer,Unpaid,0.0,78.52971,Medium Risk
LN24361,CUST14361,Personal Loan,121170,5048.75,2023-07-31,24,Hyderabad,South,Low,647,Affluent,AGT160,3/1/2026,5904.13,0,0,Promise To Pay,Paid,5904.13,,Low Risk
LN24362,CUST14362,Personal Loan,242158,5044.96,2024-06-13,48,Delhi NCR,North,Low,628,Mass,AGT131,3/1/2026,13977.15,60,3,Promise To Pay,Partial,4193.14,,Low Risk
LN24363,CUST14363,Credit Card,89428,7452.33,2023-05-10,12,Kolkata,East,Low,664,Mass,AGT114,3/1/2026,9990.19,0,0,No Answer,Paid,9990.19,39.99019,Medium Risk
LN24364,CUST14364,Personal Loan,460274,19178.08,2024-07-10,24,Bangalore,South,Low,631,Mass,AGT137,3/1/2026,20701.54,0,0,Promise To Pay,Paid,20701.54,,Low Risk
LN24365,CUST14365,Personal Loan,119184,4966.0,2023-04-17,24,Pune,West,Low,572,Premium,AGT102,3/1/2026,7385.0,15,1,No Answer,Unpaid,0.0,77.38499999999999,Medium Risk
LN24366,CUST14366,Consumer Durable,84186,7015.5,2023-11-19,12,Hyderabad,South,Low,668,Mass,AGT155,3/1/2026,20617.88,30,2,No Answer,Unpaid,0.0,130.61788,Low Risk
LN24367,CUST14367,Credit Card,83850,6987.5,2023-05-27,12,Mumbai,West,High,829,Affluent,AGT103,3/1/2026,5698.73,15,1,No Answer,Unpaid,0.0,75.69873,Medium Risk
LN24368,CUST14368,Credit Card,142486,11873.83,2023-07-06,12,Pune,West,Medium,779,Mass,AGT166,3/1/2026,52689.45,60,3,Promise To Pay,Partial,15806.83,,Low Risk
LN24369,CUST14369,Personal Loan,398837,8309.1,2023-11-13,48,Pune,West,Low,617,Affluent,AGT154,3/1/2026,9165.86,0,0,Responsive,Paid,9165.86,14.16586,Medium Risk
LN24370,CUST14370,Consumer Durable,137554,7641.89,2024-12-01,18,Mumbai,West,Low,620,Mass,AGT119,3/1/2026,9403.01,15,1,Responsive,Paid,9403.01,54.40301,Medium Risk
LN24371,CUST14371,Consumer Durable,34539,5756.5,2024-11-19,6,Bangalore,South,Medium,666,Mass,AGT148,3/1/2026,15018.74,30,2,Promise To Pay,Partial,4505.62,,Low Risk
LN24372,CUST14372,Credit Card,31482,2623.5,2023-11-02,12,Pune,West,High,726,Mass,AGT161,3/1/2026,2478.0,15,1,Responsive,Partial,1239.0,47.478,Medium Risk
LN24373,CUST14373,Personal Loan,110763,2307.56,2024-10-13,48,Kolkata,East,Low,639,Mass,AGT151,3/1/2026,2800.08,0,0,No Answer,Paid,2800.08,32.80008,Medium Risk
LN24374,CUST14374,Personal Loan,444723,37060.25,2024-01-07,12,Pune,West,Medium,720,Affluent,AGT156,3/1/2026,34008.79,0,0,No Answer,Paid,34008.79,64.00879,Medium Risk
LN24375,CUST14375,Personal Loan,82483,2291.19,2023-03-17,36,Mumbai,West,High,773,Mass,AGT100,3/1/2026,5476.21,30,2,Responsive,Partial,2738.11,90.47621,Medium Risk
LN24376,CUST14376,Consumer Durable,160294,26715.67,2024-06-09,6,Kolkata,East,Low,713,Affluent,AGT132,3/1/2026,69270.98,30,2,Responsive,Partial,34635.49,154.27098,Low Risk
